YearStart,YearEnd,LocationAbbr,LocationDesc,Datasource,Class,Topic,Question,Data_Value_Unit,Data_Value_Type,Data_Value,Data_Value_Alt,Data_Value_Footnote_Symbol,Data_Value_Footnote,Low_Confidence_Limit,High_Confidence_Limit ,Sample_Size,Total,Age(months),Gender,Race/Ethnicity,GeoLocation,ClassID,TopicID,QuestionID,DataValueTypeID,LocationID,StratificationCategory1,Stratification1,StratificationCategoryId1,StratificationID1
2012,2012,DE,Delaware,"Women, Infants, and Children Participant and Program Characteristics",Obesity / Weight Status,Obesity / Weight Status,Percent of WIC children aged 2 to 4 years who have an overweight classification,,Value,14.9,14.9,,,13.5,16.2,2680,,,,Non-Hispanic Black,"(39.008830667000495, -75.57774116799965)",OWS,OWS1,Q040,VALUE,10,Race/Ethnicity,Non-Hispanic Black,RACE,RACEBLK
2012,2012,DE,Delaware,"Women, Infants, and Children Participant and Program Characteristics",Obesity / Weight Status,Obesity / Weight Status,Percent of WIC children aged 2 to 4 years who have an overweight classification,,Value,20.3,20.3,,,18.8,21.9,2747,,,,Hispanic,"(39.008830667000495, -75.57774116799965)",OWS,OWS1,Q040,VALUE,10,Race/Ethnicity,Hispanic,RACE,RACEHIS
2012,2012,DE,Delaware,"Women, Infants, and Children Participant and Program Characteristics",Obesity / Weight Status,Obesity / Weight Status,Percent of WIC children aged 2 to 4 years who have an overweight classification,,Value,,,~,"Data not available because sample size is insufficient.  If data only missing for the confidence interval, the confidence interval was not calculated.",,,,,,,American Indian/Alaska Native,"(39.008830667000495, -75.57774116799965)",OWS,OWS1,Q040,VALUE,10,Race/Ethnicity,American Indian/Alaska Native,RACE,RACENAA
2012,2012,DE,Delaware,"Women, Infants, and Children Participant and Program Characteristics",Obesity / Weight Status,Obesity / Weight Status,Percent of WIC children aged 2 to 4 years who have an overweight classification,,Value,17.0,17.0,,,9.9,24.0,112,,,,Asian/Pacific Islander,"(39.008830667000495, -75.57774116799965)",OWS,OWS1,Q040,VALUE,10,Race/Ethnicity,Asian/Pacific Islander,RACE,RACEAPI
2014,2014,DE,Delaware,"Women, Infants, and Children Participant and Program Characteristics",Obesity / Weight Status,Obesity / Weight Status,Percent of WIC children aged 2 to 4 years who have an overweight classification,,Value,15.9,15.9,,,14.6,17.3,2891,,36 - 47,,,"(39.008830667000495, -75.57774116799965)",OWS,OWS1,Q040,VALUE,10,Age (months),36 - 47,AGEMO,AGEMO3647
2014,2014,DE,Delaware,"Women, Infants, and Children Participant and Program Characteristics",Obesity / Weight Status,Obesity / Weight Status,Percent of WIC children aged 2 to 4 years who have an overweight classification,,Value,16.3,16.3,,,14.2,18.4,1187,,48 - 59,,,"(39.008830667000495, -75.57774116799965)",OWS,OWS1,Q040,VALUE,10,Age (months),48 - 59,AGEMO,AGEMO4859
2014,2014,DE,Delaware,"Women, Infants, and Children Participant and Program Characteristics",Obesity / Weight Status,Obesity / Weight Status,Percent of WIC children aged 2 to 4 years who have an overweight classification,,Value,16.3,16.3,,,15.0,17.6,3173,,24 - 35,,,"(39.008830667000495, -75.57774116799965)",OWS,OWS1,Q040,VALUE,10,Age (months),24 - 35,AGEMO,AGEMO2435
2014,2014,DE,Delaware,"Women, Infants, and Children Participant and Program Characteristics",Obesity / Weight Status,Obesity / Weight Status,Percent of WIC children aged 2 to 4 years who have an overweight classification,,Value,15.7,15.7,,,14.5,16.9,3557,,,Female,,"(39.008830667000495, -75.57774116799965)",OWS,OWS1,Q040,VALUE,10,Gender,Female,GEN,FEMALE
2014,2014,DE,Delaware,"Women, Infants, and Children Participant and Program Characteristics",Obesity / Weight Status,Obesity / Weight Status,Percent of WIC children aged 2 to 4 years who have an overweight classification,,Value,16.6,16.6,,,15.4,17.8,3694,,,Male,,"(39.008830667000495, -75.57774116799965)",OWS,OWS1,Q040,VALUE,10,Gender,Male,GEN,MALE
2014,2014,DE,Delaware,"Women, Infants, and Children Participant and Program Characteristics",Obesity / Weight Status,Obesity / Weight Status,Percent of WIC children aged 2 to 4 years who have an overweight classification,,Value,16.2,16.2,,,15.3,17.0,7251,Total,,,,"(39.008830667000495, -75.57774116799965)",OWS,OWS1,Q040,VALUE,10,Total,Total,OVR,OVERALL
2014,2014,DE,Delaware,"Women, Infants, and Children Participant and Program Characteristics",Obesity / Weight Status,Obesity / Weight Status,Percent of WIC children aged 2 to 4 years who have an overweight classification,,Value,,,~,"Data not available because sample size is insufficient.  If data only missing for the confidence interval, the confidence interval was not calculated.",,,,,,,American Indian/Alaska Native,"(39.008830667000495, -75.57774116799965)",OWS,OWS1,Q040,VALUE,10,Race/Ethnicity,American Indian/Alaska Native,RACE,RACENAA
2014,2014,DE,Delaware,"Women, Infants, and Children Participant and Program Characteristics",Obesity / Weight Status,Obesity / Weight Status,Percent of WIC children aged 2 to 4 years who have an overweight classification,,Value,7.9,7.9,,,3.3,12.4,140,,,,Asian/Pacific Islander,"(39.008830667000495, -75.57774116799965)",OWS,OWS1,Q040,VALUE,10,Race/Ethnicity,Asian/Pacific Islander,RACE,RACEAPI
2014,2014,DE,Delaware,"Women, Infants, and Children Participant and Program Characteristics",Obesity / Weight Status,Obesity / Weight Status,Percent of WIC children aged 2 to 4 years who have an overweight classification,,Value,14.6,14.6,,,13.3,15.9,2794,,,,Non-Hispanic Black,"(39.008830667000495, -75.57774116799965)",OWS,OWS1,Q040,VALUE,10,Race/Ethnicity,Non-Hispanic Black,RACE,RACEBLK
2014,2014,DE,Delaware,"Women, Infants, and Children Participant and Program Characteristics",Obesity / Weight Status,Obesity / Weight Status,Percent of WIC children aged 2 to 4 years who have an overweight classification,,Value,15.6,15.6,,,14.0,17.3,1886,,,,Non-Hispanic White,"(39.008830667000495, -75.57774116799965)",OWS,OWS1,Q040,VALUE,10,Race/Ethnicity,Non-Hispanic White,RACE,RACEWHT
2014,2014,DE,Delaware,"Women, Infants, and Children Participant and Program Characteristics",Obesity / Weight Status,Obesity / Weight Status,Percent of WIC children aged 2 to 4 years who have an overweight classification,,Value,18.9,18.9,,,17.3,20.5,2412,,,,Hispanic,"(39.008830667000495, -75.57774116799965)",OWS,OWS1,Q040,VALUE,10,Race/Ethnicity,Hispanic,RACE,RACEHIS
2008,2008,DE,Delaware,"Women, Infants, and Children Participant and Program Characteristics",Obesity / Weight Status,Obesity / Weight Status,Percent of WIC children aged 2 to 4 years who have obesity,,Value,17.3,17.3,,,16.4,18.3,6328,Total,,,,"(39.008830667000495, -75.57774116799965)",OWS,OWS1,Q041,VALUE,10,Total,Total,OVR,OVERALL
2008,2008,DE,Delaware,"Women, Infants, and Children Participant and Program Characteristics",Obesity / Weight Status,Obesity / Weight Status,Percent of WIC children aged 2 to 4 years who have obesity,,Value,19.3,19.3,,,18.0,20.7,3175,,,Male,,"(39.008830667000495, -75.57774116799965)",OWS,OWS1,Q041,VALUE,10,Gender,Male,GEN,MALE
2008,2008,DE,Delaware,"Women, Infants, and Children Participant and Program Characteristics",Obesity / Weight Status,Obesity / Weight Status,Percent of WIC children aged 2 to 4 years who have obesity,,Value,15.3,15.3,,,14.1,16.6,3153,,,Female,,"(39.008830667000495, -75.57774116799965)",OWS,OWS1,Q041,VALUE,10,Gender,Female,GEN,FEMALE
2008,2008,DE,Delaware,"Women, Infants, and Children Participant and Program Characteristics",Obesity / Weight Status,Obesity / Weight Status,Percent of WIC children aged 2 to 4 years who have obesity,,Value,16.0,16.0,,,14.6,17.4,2627,,24 - 35,,,"(39.008830667000495, -75.57774116799965)",OWS,OWS1,Q041,VALUE,10,Age (months),24 - 35,AGEMO,AGEMO2435
2008,2008,DE,Delaware,"Women, Infants, and Children Participant and Program Characteristics",Obesity / Weight Status,Obesity / Weight Status,Percent of WIC children aged 2 to 4 years who have obesity,,Value,17.9,17.9,,,16.3,19.5,2188,,36 - 47,,,"(39.008830667000495, -75.57774116799965)",OWS,OWS1,Q041,VALUE,10,Age (months),36 - 47,AGEMO,AGEMO3647
2008,2008,DE,Delaware,"Women, Infants, and Children Participant and Program Characteristics",Obesity / Weight Status,Obesity / Weight Status,Percent of WIC children aged 2 to 4 years who have obesity,,Value,18.8,18.8,,,16.9,20.8,1513,,48 - 59,,,"(39.008830667000495, -75.57774116799965)",OWS,OWS1,Q041,VALUE,10,Age (months),48 - 59,AGEMO,AGEMO4859
2008,2008,DE,Delaware,"Women, Infants, and Children Participant and Program Characteristics",Obesity / Weight Status,Obesity / Weight Status,Percent of WIC children aged 2 to 4 years who have obesity,,Value,14.2,14.2,,,12.5,15.9,1691,,,,Non-Hispanic White,"(39.008830667000495, -75.57774116799965)",OWS,OWS1,Q041,VALUE,10,Race/Ethnicity,Non-Hispanic White,RACE,RACEWHT
2008,2008,DE,Delaware,"Women, Infants, and Children Participant and Program Characteristics",Obesity / Weight Status,Obesity / Weight Status,Percent of WIC children aged 2 to 4 years who have obesity,,Value,12.7,12.7,,,11.3,14.0,2338,,,,Non-Hispanic Black,"(39.008830667000495, -75.57774116799965)",OWS,OWS1,Q041,VALUE,10,Race/Ethnicity,Non-Hispanic Black,RACE,RACEBLK
2008,2008,DE,Delaware,"Women, Infants, and Children Participant and Program Characteristics",Obesity / Weight Status,Obesity / Weight Status,Percent of WIC children aged 2 to 4 years who have obesity,,Value,25.0,25.0,,,23.2,26.8,2206,,,,Hispanic,"(39.008830667000495, -75.57774116799965)",OWS,OWS1,Q041,VALUE,10,Race/Ethnicity,Hispanic,RACE,RACEHIS
2008,2008,DE,Delaware,"Women, Infants, and Children Participant and Program Characteristics",Obesity / Weight Status,Obesity / Weight Status,Percent of WIC children aged 2 to 4 years who have obesity,,Value,,,~,"Data not available because sample size is insufficient.  If data only missing for the confidence interval, the confidence interval was not calculated.",,,,,,,American Indian/Alaska Native,"(39.008830667000495, -75.57774116799965)",OWS,OWS1,Q041,VALUE,10,Race/Ethnicity,American Indian/Alaska Native,RACE,RACENAA
2008,2008,DE,Delaware,"Women, Infants, and Children Participant and Program Characteristics",Obesity / Weight Status,Obesity / Weight Status,Percent of WIC children aged 2 to 4 years who have obesity,,Value,11.4,11.4,,,4.6,18.1,88,,,,Asian/Pacific Islander,"(39.008830667000495, -75.57774116799965)",OWS,OWS1,Q041,VALUE,10,Race/Ethnicity,Asian/Pacific Islander,RACE,RACEAPI
2010,2010,DE,Delaware,"Women, Infants, and Children Participant and Program Characteristics",Obesity / Weight Status,Obesity / Weight Status,Percent of WIC children aged 2 to 4 years who have obesity,,Value,18.4,18.4,,,17.5,19.2,7650,Total,,,,"(39.008830667000495, -75.57774116799965)",OWS,OWS1,Q041,VALUE,10,Total,Total,OVR,OVERALL
2010,2010,DE,Delaware,"Women, Infants, and Children Participant and Program Characteristics",Obesity / Weight Status,Obesity / Weight Status,Percent of WIC children aged 2 to 4 years who have obesity,,Value,19.3,19.3,,,18.1,20.6,3843,,,Male,,"(39.008830667000495, -75.57774116799965)",OWS,OWS1,Q041,VALUE,10,Gender,Male,GEN,MALE
2010,2010,DE,Delaware,"Women, Infants, and Children Participant and Program Characteristics",Obesity / Weight Status,Obesity / Weight Status,Percent of WIC children aged 2 to 4 years who have obesity,,Value,17.4,17.4,,,16.2,18.6,3807,,,Female,,"(39.008830667000495, -75.57774116799965)",OWS,OWS1,Q041,VALUE,10,Gender,Female,GEN,FEMALE
2010,2010,DE,Delaware,"Women, Infants, and Children Participant and Program Characteristics",Obesity / Weight Status,Obesity / Weight Status,Percent of WIC children aged 2 to 4 years who have obesity,,Value,15.8,15.8,,,14.5,17.1,3117,,24 - 35,,,"(39.008830667000495, -75.57774116799965)",OWS,OWS1,Q041,VALUE,10,Age (months),24 - 35,AGEMO,AGEMO2435
2010,2010,DE,Delaware,"Women, Infants, and Children Participant and Program Characteristics",Obesity / Weight Status,Obesity / Weight Status,Percent of WIC children aged 2 to 4 years who have obesity,,Value,19.3,19.3,,,17.8,20.8,2708,,36 - 47,,,"(39.008830667000495, -75.57774116799965)",OWS,OWS1,Q041,VALUE,10,Age (months),36 - 47,AGEMO,AGEMO3647
2010,2010,DE,Delaware,"Women, Infants, and Children Participant and Program Characteristics",Obesity / Weight Status,Obesity / Weight Status,Percent of WIC children aged 2 to 4 years who have obesity,,Value,21.3,21.3,,,19.4,23.2,1825,,48 - 59,,,"(39.008830667000495, -75.57774116799965)",OWS,OWS1,Q041,VALUE,10,Age (months),48 - 59,AGEMO,AGEMO4859
2010,2010,DE,Delaware,"Women, Infants, and Children Participant and Program Characteristics",Obesity / Weight Status,Obesity / Weight Status,Percent of WIC children aged 2 to 4 years who have obesity,,Value,15.5,15.5,,,13.9,17.0,2063,,,,Non-Hispanic White,"(39.008830667000495, -75.57774116799965)",OWS,OWS1,Q041,VALUE,10,Race/Ethnicity,Non-Hispanic White,RACE,RACEWHT
2010,2010,DE,Delaware,"Women, Infants, and Children Participant and Program Characteristics",Obesity / Weight Status,Obesity / Weight Status,Percent of WIC children aged 2 to 4 years who have obesity,,Value,13.0,13.0,,,11.7,14.3,2577,,,,Non-Hispanic Black,"(39.008830667000495, -75.57774116799965)",OWS,OWS1,Q041,VALUE,10,Race/Ethnicity,Non-Hispanic Black,RACE,RACEBLK
2010,2010,DE,Delaware,"Women, Infants, and Children Participant and Program Characteristics",Obesity / Weight Status,Obesity / Weight Status,Percent of WIC children aged 2 to 4 years who have obesity,,Value,25.5,25.5,,,23.9,27.1,2901,,,,Hispanic,"(39.008830667000495, -75.57774116799965)",OWS,OWS1,Q041,VALUE,10,Race/Ethnicity,Hispanic,RACE,RACEHIS
2010,2010,DE,Delaware,"Women, Infants, and Children Participant and Program Characteristics",Obesity / Weight Status,Obesity / Weight Status,Percent of WIC children aged 2 to 4 years who have obesity,,Value,,,~,"Data not available because sample size is insufficient.  If data only missing for the confidence interval, the confidence interval was not calculated.",,,,,,,American Indian/Alaska Native,"(39.008830667000495, -75.57774116799965)",OWS,OWS1,Q041,VALUE,10,Race/Ethnicity,American Indian/Alaska Native,RACE,RACENAA
2010,2010,DE,Delaware,"Women, Infants, and Children Participant and Program Characteristics",Obesity / Weight Status,Obesity / Weight Status,Percent of WIC children aged 2 to 4 years who have obesity,,Value,9.6,9.6,,,3.5,15.6,94,,,,Asian/Pacific Islander,"(39.008830667000495, -75.57774116799965)",OWS,OWS1,Q041,VALUE,10,Race/Ethnicity,Asian/Pacific Islander,RACE,RACEAPI
2012,2012,DE,Delaware,"Women, Infants, and Children Participant and Program Characteristics",Obesity / Weight Status,Obesity / Weight Status,Percent of WIC children aged 2 to 4 years who have obesity,,Value,16.9,16.9,,,16.1,17.7,7642,Total,,,,"(39.008830667000495, -75.57774116799965)",OWS,OWS1,Q041,VALUE,10,Total,Total,OVR,OVERALL
2012,2012,DE,Delaware,"Women, Infants, and Children Participant and Program Characteristics",Obesity / Weight Status,Obesity / Weight Status,Percent of WIC children aged 2 to 4 years who have obesity,,Value,18.1,18.1,,,16.8,19.3,3867,,,Male,,"(39.008830667000495, -75.57774116799965)",OWS,OWS1,Q041,VALUE,10,Gender,Male,GEN,MALE
2012,2012,DE,Delaware,"Women, Infants, and Children Participant and Program Characteristics",Obesity / Weight Status,Obesity / Weight Status,Percent of WIC children aged 2 to 4 years who have obesity,,Value,15.7,15.7,,,14.6,16.9,3775,,,Female,,"(39.008830667000495, -75.57774116799965)",OWS,OWS1,Q041,VALUE,10,Gender,Female,GEN,FEMALE
2012,2012,DE,Delaware,"Women, Infants, and Children Participant and Program Characteristics",Obesity / Weight Status,Obesity / Weight Status,Percent of WIC children aged 2 to 4 years who have obesity,,Value,14.3,14.3,,,13.0,15.5,2952,,24 - 35,,,"(39.008830667000495, -75.57774116799965)",OWS,OWS1,Q041,VALUE,10,Age (months),24 - 35,AGEMO,AGEMO2435
2012,2012,DE,Delaware,"Women, Infants, and Children Participant and Program Characteristics",Obesity / Weight Status,Obesity / Weight Status,Percent of WIC children aged 2 to 4 years who have obesity,,Value,17.4,17.4,,,16.0,18.8,2827,,36 - 47,,,"(39.008830667000495, -75.57774116799965)",OWS,OWS1,Q041,VALUE,10,Age (months),36 - 47,AGEMO,AGEMO3647
2012,2012,DE,Delaware,"Women, Infants, and Children Participant and Program Characteristics",Obesity / Weight Status,Obesity / Weight Status,Percent of WIC children aged 2 to 4 years who have obesity,,Value,20.3,20.3,,,18.5,22.2,1863,,48 - 59,,,"(39.008830667000495, -75.57774116799965)",OWS,OWS1,Q041,VALUE,10,Age (months),48 - 59,AGEMO,AGEMO4859
2012,2012,DE,Delaware,"Women, Infants, and Children Participant and Program Characteristics",Obesity / Weight Status,Obesity / Weight Status,Percent of WIC children aged 2 to 4 years who have obesity,,Value,15.0,15.0,,,13.5,16.5,2093,,,,Non-Hispanic White,"(39.008830667000495, -75.57774116799965)",OWS,OWS1,Q041,VALUE,10,Race/Ethnicity,Non-Hispanic White,RACE,RACEWHT
2012,2012,DE,Delaware,"Women, Infants, and Children Participant and Program Characteristics",Obesity / Weight Status,Obesity / Weight Status,Percent of WIC children aged 2 to 4 years who have obesity,,Value,12.1,12.1,,,10.9,13.3,2680,,,,Non-Hispanic Black,"(39.008830667000495, -75.57774116799965)",OWS,OWS1,Q041,VALUE,10,Race/Ethnicity,Non-Hispanic Black,RACE,RACEBLK
2012,2012,DE,Delaware,"Women, Infants, and Children Participant and Program Characteristics",Obesity / Weight Status,Obesity / Weight Status,Percent of WIC children aged 2 to 4 years who have obesity,,Value,23.3,23.3,,,21.7,24.9,2747,,,,Hispanic,"(39.008830667000495, -75.57774116799965)",OWS,OWS1,Q041,VALUE,10,Race/Ethnicity,Hispanic,RACE,RACEHIS
2012,2012,DE,Delaware,"Women, Infants, and Children Participant and Program Characteristics",Obesity / Weight Status,Obesity / Weight Status,Percent of WIC children aged 2 to 4 years who have obesity,,Value,,,~,"Data not available because sample size is insufficient.  If data only missing for the confidence interval, the confidence interval was not calculated.",,,,,,,American Indian/Alaska Native,"(39.008830667000495, -75.57774116799965)",OWS,OWS1,Q041,VALUE,10,Race/Ethnicity,American Indian/Alaska Native,RACE,RACENAA
2012,2012,DE,Delaware,"Women, Infants, and Children Participant and Program Characteristics",Obesity / Weight Status,Obesity / Weight Status,Percent of WIC children aged 2 to 4 years who have obesity,,Value,11.6,11.6,,,5.6,17.6,112,,,,Asian/Pacific Islander,"(39.008830667000495, -75.57774116799965)",OWS,OWS1,Q041,VALUE,10,Race/Ethnicity,Asian/Pacific Islander,RACE,RACEAPI
2014,2014,DE,Delaware,"Women, Infants, and Children Participant and Program Characteristics",Obesity / Weight Status,Obesity / Weight Status,Percent of WIC children aged 2 to 4 years who have obesity,,Value,14.3,14.3,,,13.1,15.6,3173,,24 - 35,,,"(39.008830667000495, -75.57774116799965)",OWS,OWS1,Q041,VALUE,10,Age (months),24 - 35,AGEMO,AGEMO2435
2014,2014,DE,Delaware,"Women, Infants, and Children Participant and Program Characteristics",Obesity / Weight Status,Obesity / Weight Status,Percent of WIC children aged 2 to 4 years who have obesity,,Value,18.5,18.5,,,17.1,19.9,2891,,36 - 47,,,"(39.008830667000495, -75.57774116799965)",OWS,OWS1,Q041,VALUE,10,Age (months),36 - 47,AGEMO,AGEMO3647
2014,2014,DE,Delaware,"Women, Infants, and Children Participant and Program Characteristics",Obesity / Weight Status,Obesity / Weight Status,Percent of WIC children aged 2 to 4 years who have obesity,,Value,21.6,21.6,,,19.2,23.9,1187,,48 - 59,,,"(39.008830667000495, -75.57774116799965)",OWS,OWS1,Q041,VALUE,10,Age (months),48 - 59,AGEMO,AGEMO4859
2014,2014,DE,Delaware,"Women, Infants, and Children Participant and Program Characteristics",Obesity / Weight Status,Obesity / Weight Status,Percent of WIC children aged 2 to 4 years who have obesity,,Value,16.5,16.5,,,15.3,17.8,3557,,,Female,,"(39.008830667000495, -75.57774116799965)",OWS,OWS1,Q041,VALUE,10,Gender,Female,GEN,FEMALE
2014,2014,DE,Delaware,"Women, Infants, and Children Participant and Program Characteristics",Obesity / Weight Status,Obesity / Weight Status,Percent of WIC children aged 2 to 4 years who have obesity,,Value,17.8,17.8,,,16.6,19.0,3694,,,Male,,"(39.008830667000495, -75.57774116799965)",OWS,OWS1,Q041,VALUE,10,Gender,Male,GEN,MALE
2014,2014,DE,Delaware,"Women, Infants, and Children Participant and Program Characteristics",Obesity / Weight Status,Obesity / Weight Status,Percent of WIC children aged 2 to 4 years who have obesity,,Value,17.2,17.2,,,16.3,18.1,7251,Total,,,,"(39.008830667000495, -75.57774116799965)",OWS,OWS1,Q041,VALUE,10,Total,Total,OVR,OVERALL
2014,2014,DE,Delaware,"Women, Infants, and Children Participant and Program Characteristics",Obesity / Weight Status,Obesity / Weight Status,Percent of WIC children aged 2 to 4 years who have obesity,,Value,,,~,"Data not available because sample size is insufficient.  If data only missing for the confidence interval, the confidence interval was not calculated.",,,,,,,American Indian/Alaska Native,"(39.008830667000495, -75.57774116799965)",OWS,OWS1,Q041,VALUE,10,Race/Ethnicity,American Indian/Alaska Native,RACE,RACENAA
2014,2014,DE,Delaware,"Women, Infants, and Children Participant and Program Characteristics",Obesity / Weight Status,Obesity / Weight Status,Percent of WIC children aged 2 to 4 years who have obesity,,Value,10.0,10.0,,,5.0,15.0,140,,,,Asian/Pacific Islander,"(39.008830667000495, -75.57774116799965)",OWS,OWS1,Q041,VALUE,10,Race/Ethnicity,Asian/Pacific Islander,RACE,RACEAPI
2014,2014,DE,Delaware,"Women, Infants, and Children Participant and Program Characteristics",Obesity / Weight Status,Obesity / Weight Status,Percent of WIC children aged 2 to 4 years who have obesity,,Value,12.9,12.9,,,11.7,14.2,2794,,,,Non-Hispanic Black,"(39.008830667000495, -75.57774116799965)",OWS,OWS1,Q041,VALUE,10,Race/Ethnicity,Non-Hispanic Black,RACE,RACEBLK
2014,2014,DE,Delaware,"Women, Infants, and Children Participant and Program Characteristics",Obesity / Weight Status,Obesity / Weight Status,Percent of WIC children aged 2 to 4 years who have obesity,,Value,15.2,15.2,,,13.6,16.8,1886,,,,Non-Hispanic White,"(39.008830667000495, -75.57774116799965)",OWS,OWS1,Q041,VALUE,10,Race/Ethnicity,Non-Hispanic White,RACE,RACEWHT
2014,2014,DE,Delaware,"Women, Infants, and Children Participant and Program Characteristics",Obesity / Weight Status,Obesity / Weight Status,Percent of WIC children aged 2 to 4 years who have obesity,,Value,24.2,24.2,,,22.5,25.9,2412,,,,Hispanic,"(39.008830667000495, -75.57774116799965)",OWS,OWS1,Q041,VALUE,10,Race/Ethnicity,Hispanic,RACE,RACEHIS
2014,2014,DE,Delaware,"Women, Infants, and Children Participant and Program Characteristics",Obesity / Weight Status,Obesity / Weight Status,Percent of WIC children aged 3-23 months old who have a high weight-for-length,,Value,7.1,7.1,,,3.9,10.3,252,,3 - 5,,,"(39.008830667000495, -75.57774116799965)",OWS,OWS1,Q060,VALUE,10,Age (months),3 - 5,AGEMO,AGEMO35
2014,2014,DE,Delaware,"Women, Infants, and Children Participant and Program Characteristics",Obesity / Weight Status,Obesity / Weight Status,Percent of WIC children aged 3-23 months old who have a high weight-for-length,,Value,11.9,11.9,,,9.7,14.0,860,,6 - 11,,,"(39.008830667000495, -75.57774116799965)",OWS,OWS1,Q060,VALUE,10,Age (months),6 - 11,AGEMO,AGEMO611
2014,2014,DE,Delaware,"Women, Infants, and Children Participant and Program Characteristics",Obesity / Weight Status,Obesity / Weight Status,Percent of WIC children aged 3-23 months old who have a high weight-for-length,,Value,12.7,12.7,,,11.6,13.8,3533,,12 - 17,,,"(39.008830667000495, -75.57774116799965)",OWS,OWS1,Q060,VALUE,10,Age (months),12 - 17,AGEMO,AGEMO1217
2014,2014,DE,Delaware,"Women, Infants, and Children Participant and Program Characteristics",Obesity / Weight Status,Obesity / Weight Status,Percent of WIC children aged 3-23 months old who have a high weight-for-length,,Value,16.8,16.8,,,14.9,18.7,1488,,18 - 23,,,"(39.008830667000495, -75.57774116799965)",OWS,OWS1,Q060,VALUE,10,Age (months),18 - 23,AGEMO,AGEMO1823
2014,2014,DE,Delaware,"Women, Infants, and Children Participant and Program Characteristics",Obesity / Weight Status,Obesity / Weight Status,Percent of WIC children aged 3-23 months old who have a high weight-for-length,,Value,11.7,11.7,,,10.5,12.8,2993,,,Female,,"(39.008830667000495, -75.57774116799965)",OWS,OWS1,Q060,VALUE,10,Gender,Female,GEN,FEMALE
2014,2014,DE,Delaware,"Women, Infants, and Children Participant and Program Characteristics",Obesity / Weight Status,Obesity / Weight Status,Percent of WIC children aged 3-23 months old who have a high weight-for-length,,Value,15.0,15.0,,,13.7,16.2,3140,,,Male,,"(39.008830667000495, -75.57774116799965)",OWS,OWS1,Q060,VALUE,10,Gender,Male,GEN,MALE
2014,2014,DE,Delaware,"Women, Infants, and Children Participant and Program Characteristics",Obesity / Weight Status,Obesity / Weight Status,Percent of WIC children aged 3-23 months old who have a high weight-for-length,,Value,13.4,13.4,,,12.5,14.2,6133,Total,,,,"(39.008830667000495, -75.57774116799965)",OWS,OWS1,Q060,VALUE,10,Total,Total,OVR,OVERALL
2014,2014,DE,Delaware,"Women, Infants, and Children Participant and Program Characteristics",Obesity / Weight Status,Obesity / Weight Status,Percent of WIC children aged 3-23 months old who have a high weight-for-length,,Value,,,~,"Data not available because sample size is insufficient.  If data only missing for the confidence interval, the confidence interval was not calculated.",,,,,,,American Indian/Alaska Native,"(39.008830667000495, -75.57774116799965)",OWS,OWS1,Q060,VALUE,10,Race/Ethnicity,American Indian/Alaska Native,RACE,RACENAA
2014,2014,DE,Delaware,"Women, Infants, and Children Participant and Program Characteristics",Obesity / Weight Status,Obesity / Weight Status,Percent of WIC children aged 3-23 months old who have a high weight-for-length,,Value,10.2,10.2,,,4.9,15.5,128,,,,Asian/Pacific Islander,"(39.008830667000495, -75.57774116799965)",OWS,OWS1,Q060,VALUE,10,Race/Ethnicity,Asian/Pacific Islander,RACE,RACEAPI
2014,2014,DE,Delaware,"Women, Infants, and Children Participant and Program Characteristics",Obesity / Weight Status,Obesity / Weight Status,Percent of WIC children aged 3-23 months old who have a high weight-for-length,,Value,11.3,11.3,,,9.8,12.7,1848,,,,Non-Hispanic White,"(39.008830667000495, -75.57774116799965)",OWS,OWS1,Q060,VALUE,10,Race/Ethnicity,Non-Hispanic White,RACE,RACEWHT
2014,2014,DE,Delaware,"Women, Infants, and Children Participant and Program Characteristics",Obesity / Weight Status,Obesity / Weight Status,Percent of WIC children aged 3-23 months old who have a high weight-for-length,,Value,13.3,13.3,,,12.0,14.7,2498,,,,Non-Hispanic Black,"(39.008830667000495, -75.57774116799965)",OWS,OWS1,Q060,VALUE,10,Race/Ethnicity,Non-Hispanic Black,RACE,RACEBLK
2014,2014,DE,Delaware,"Women, Infants, and Children Participant and Program Characteristics",Obesity / Weight Status,Obesity / Weight Status,Percent of WIC children aged 3-23 months old who have a high weight-for-length,,Value,16.4,16.4,,,14.6,18.3,1557,,,,Hispanic,"(39.008830667000495, -75.57774116799965)",OWS,OWS1,Q060,VALUE,10,Race/Ethnicity,Hispanic,RACE,RACEHIS
2008,2008,DC,District of Columbia,"Women, Infants, and Children Participant and Program Characteristics",Obesity / Weight Status,Obesity / Weight Status,Percent of WIC children aged 2 to 4 years who have an overweight classification,,Value,15.0,15.0,,,14.0,16.1,4462,Total,,,,"(38.89037138500049, -77.03196112699965)",OWS,OWS1,Q040,VALUE,11,Total,Total,OVR,OVERALL
2008,2008,DC,District of Columbia,"Women, Infants, and Children Participant and Program Characteristics",Obesity / Weight Status,Obesity / Weight Status,Percent of WIC children aged 2 to 4 years who have an overweight classification,,Value,13.9,13.9,,,12.4,15.3,2171,,,Male,,"(38.89037138500049, -77.03196112699965)",OWS,OWS1,Q040,VALUE,11,Gender,Male,GEN,MALE
